X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,distance_to_center,dynamic_seasonal_hotspot_distance,moderate_wind_danger,hot_and_dry,double_drought,ISI_x_DC
4.0,3.0,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,2.23606797749979,5.0,1,1,1,5320.0
6.0,5.0,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0,1.6900958154515549,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.23606797749979,0,0,1,3925.26
3.0,4.0,94.3,85.1,692.3,15.9,19.8,50.0,5.4,0,0.0,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,5.385164807134504,1,0,1,11007.57
4.0,4.0,85.9,19.5,57.3,2.8,13.7,43.0,5.8,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.4142135623730951,2.23606797749979,1,0,0,160.43999999999997
6.0,3.0,90.6,35.4,669.1,6.7,21.7,24.0,4.5,0,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,0,2.23606797749979,2.0,1,1,1,4482.97
4.0,4.0,92.5,88.0,698.6,7.1,19.6,48.0,2.7,0,0.0,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,4.47213595499958,0,0,1,4960.06
3.0,4.0,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0,1.8213182714696,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,1,1,4071.51
6.0,3.0,91.7,75.6,718.3,7.8,17.7,39.0,3.6,0,0.0,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,3.605551275463989,1,0,1,5602.74
4.0,5.0,92.5,88.0,698.6,7.1,20.3,45.0,3.1,0,0.0,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,4.123105625617661,0,0,1,4960.06
8.0,6.0,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0,2.8524391037275145,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,0,0,1,4372.4
6.0,5.0,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0,3.2492110246642736,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143,0,1,1.0,0.0,0,0,0,909.22
9.0,9.0,85.8,48.3,313.4,3.9,18.0,42.0,2.7,0,0.3074846997479606,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,5.656854249492381,3.1622776601683795,0,0,0,1222.26
8.0,6.0,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0,2.5006159434931803,-2.4492935982947064e-16,1.0,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,2.23606797749979,0,0,0,1879.38
3.0,4.0,92.6,46.5,691.8,8.8,20.6,24.0,5.4,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,3.1622776601683795,1,1,1,6087.84
8.0,6.0,85.6,90.4,609.6,6.6,17.4,50.0,4.0,0,1.3056264580524355,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.1622776601683795,0.0,1,0,0,4023.36
3.0,4.0,90.1,39.7,86.6,6.2,10.6,30.0,4.0,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,3.1622776601683795,1,0,0,536.92
2.0,2.0,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0,2.0592388343623163,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,4.242640687119285,5.0,0,0,0,27.540000000000003
6.0,3.0,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0,0.0,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,0,0,1,8054.94
6.0,5.0,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0,1.599387576580599,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,0,0,3442.4
4.0,4.0,79.5,60.6,366.7,1.5,23.3,37.0,3.1,0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,1.4142135623730951,4.47213595499958,0,1,0,550.05
1.0,2.0,91.0,129.5,692.6,7.0,18.8,40.0,2.2,0,5.365415110080531,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,0,0,1,4848.2
6.0,5.0,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0,0.7371640659767197,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,0,0,1,8054.94
7.0,4.0,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0,2.48989419129904,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,0,1,5858.21
8.0,3.0,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0,3.1949928844048685,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,3.605551275463989,3.0,1,1,1,12265.08
4.0,5.0,94.3,85.1,692.3,15.9,17.7,37.0,3.6,0,0.0,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,4.123105625617661,1,0,1,11007.57
3.0,4.0,91.7,33.3,77.5,9.0,18.8,18.0,4.5,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.1622776601683795,1,0,0,697.5
7.0,6.0,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0,4.471067201464611,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,2.23606797749979,1.0,1,1,0,4738.8
4.0,3.0,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0,2.1234584270966104,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,5.0,1,0,0,6223.98
5.0,6.0,90.9,126.5,686.5,7.0,14.7,70.0,3.6,0,0.0,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,3.0,1,0,1,4805.5
9.0,4.0,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0,2.19722457733622,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,4.123105625617661,2.23606797749979,0,1,0,4274.099999999999
6.0,5.0,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0,3.0459499897146083,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143,0,1,1.0,2.23606797749979,0,0,1,5006.95
9.0,9.0,84.2,6.8,26.6,7.7,6.7,79.0,3.1,0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,5.656854249492381,5.0,0,0,0,204.82
7.0,4.0,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,2.23606797749979,0,0,1,4736.8
2.0,4.0,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0,0.904218150639886,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,6.324555320336759,0,0,1,4736.8
8.0,6.0,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0,0.7514160886839212,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,1,1,1,12265.08
7.0,4.0,93.5,139.4,594.2,20.3,5.1,96.0,5.8,0,3.295836866004329,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,1,0,1,12062.260000000002
6.0,5.0,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0,0.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,1.0,0.0,0,0,0,102.74
4.0,6.0,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0,4.175924549214524,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.0,0,1,1,5901.66
6.0,5.0,96.0,127.1,570.5,16.5,23.4,33.0,4.5,0,1.2556160374777745,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,9413.25
1.0,4.0,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0,1.1410330045520618,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,4.123105625617661,7.280109889280518,0,0,1,6850.45
4.0,3.0,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0,1.534714366238164,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.0,1,0,1,8555.7
4.0,4.0,93.5,149.3,728.6,8.1,22.9,39.0,4.9,0,3.902982260775997,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.47213595499958,1,1,1,5901.66
8.0,6.0,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,0.0,0,0,1,5006.95
6.0,4.0,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0,1.0647107369924282,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,2.8284271247461903,1,0,1,6019.52
7.0,4.0,93.5,139.4,594.2,20.3,23.7,32.0,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,1,1,1,12062.260000000002
7.0,4.0,90.1,39.7,86.6,6.2,16.1,29.0,3.1,0,1.01160091167848,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,1.4142135623730951,0,0,0,536.92
3.0,4.0,92.1,152.6,658.2,14.3,21.0,32.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.385164807134504,0,1,1,9412.26
6.0,5.0,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0,0.3576744442718159,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,1,0,1,5343.46
7.0,5.0,92.5,88.0,698.6,7.1,22.8,40.0,4.0,0,0.0,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,2.0,1.4142135623730951,1,1,1,4960.06
2.0,5.0,87.5,77.0,694.8,5.0,22.3,46.0,4.0,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.0,6.082762530298219,1,0,0,3474.0
2.0,2.0,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0,3.6381123370602833,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,4.242640687119285,7.211102550927978,1,0,0,2107.32
3.0,4.0,93.0,75.3,466.6,7.7,19.6,36.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,5.385164807134504,0,0,0,3592.82
7.0,4.0,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0,1.1085626195212777,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,1,0,1,7154.879999999999
7.0,4.0,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,2.23606797749979,1,0,1,5775.24
2.0,4.0,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,6.324555320336759,0,0,1,4748.94
2.0,4.0,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,6.324555320336759,0,1,1,7505.19
4.0,4.0,94.8,108.3,647.1,17.0,16.6,54.0,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,4.47213595499958,1,0,1,11000.7
7.0,4.0,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,0,1,1,8480.400000000001
2.0,2.0,90.2,99.6,631.2,6.3,20.8,33.0,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,4.242640687119285,7.211102550927978,0,1,1,3976.56
6.0,3.0,91.6,138.1,621.7,6.3,18.9,41.0,3.1,0,2.428336298299606,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,3.605551275463989,0,0,1,3916.71
4.0,6.0,89.3,51.3,102.2,9.6,10.6,46.0,4.9,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,2.23606797749979,1,0,0,981.12
7.0,4.0,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0,0.9895411936137476,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,1,0,1,8149.599999999999
7.0,5.0,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,2.0,1.0,0,0,0,480.93
4.0,4.0,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0,2.503073953743449,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,4.47213595499958,0,0,1,6760.049999999999
1.0,2.0,92.9,137.0,706.4,9.2,25.4,27.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,0,1,1,6498.879999999999
1.0,2.0,94.8,108.3,647.1,17.0,18.6,51.0,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,1,0,1,11000.7
6.0,5.0,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0,1.2612978709452054,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,0.0,0,0,0,1222.5
6.0,6.0,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.0,0,0,1,11118.24
2.0,4.0,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0,2.7936160894318567,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,6.324555320336759,1,0,1,7303.31
2.0,3.0,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0,0.0,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,3.605551275463989,6.708203932499369,1,0,1,4736.8
7.0,4.0,90.7,44.0,92.4,5.5,11.5,60.0,4.0,0,2.2235418856535927,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,1.4142135623730951,1,0,0,508.2000000000001
9.0,4.0,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0,4.669646205172456,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143,0,1,4.123105625617661,2.23606797749979,0,1,0,2150.08
8.0,6.0,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,0,1,0,1264.64
3.0,4.0,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0,0.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,2.23606797749979,5.385164807134504,0,0,1,9472.24
4.0,3.0,90.3,80.7,730.2,6.3,17.8,63.0,4.9,0,0.0,-1.0,-1.8369701987210292e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.0,1,0,1,4600.26
6.0,5.0,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0,2.4790562361098245,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,0,1.0,0.0,1,0,0,149.04000000000002
6.0,5.0,92.1,111.2,654.1,9.6,16.6,47.0,0.9,0,1.1908875647772803,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,0,0,1,6279.36
4.0,5.0,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.0,4.123105625617661,0,0,1,4498.48
7.0,6.0,91.2,183.1,437.7,12.5,12.6,90.0,7.6,1,0.0,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0,0,2.23606797749979,1.0,0,0,0,5471.25
4.0,4.0,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0,3.136797713832594,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,0,0,0,909.22
2.0,2.0,92.4,117.9,668.0,12.2,23.0,37.0,4.5,0,0.0,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,4.242640687119285,7.211102550927978,1,1,1,8149.599999999999
8.0,6.0,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,1,0,1,4372.4
4.0,5.0,92.5,121.1,674.4,8.6,17.7,25.0,3.1,0,5.049086480470509,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,4.123105625617661,0,0,1,5799.839999999999
3.0,4.0,91.4,142.4,601.4,10.6,19.8,39.0,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,6374.839999999999
8.0,6.0,92.3,88.9,495.6,8.5,24.1,27.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,0.0,0,1,0,4212.6
2.0,5.0,92.1,152.6,658.2,14.3,20.2,47.0,4.0,0,1.4085449700547104,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,3.0,6.082762530298219,1,0,1,9412.26
1.0,4.0,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0,2.3711778844596574,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,4.123105625617661,7.280109889280518,1,0,1,10593.37
3.0,4.0,91.5,145.4,608.2,10.7,10.3,74.0,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.385164807134504,0,0,1,6507.74
6.0,3.0,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0,3.5655812377694427,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,3.605551275463989,0,0,1,5876.25
1.0,2.0,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,0,1,1,6498.879999999999
4.0,4.0,83.0,23.3,85.3,2.3,16.7,20.0,3.1,0,0.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,0,1.4142135623730951,2.23606797749979,0,0,0,196.19
3.0,4.0,91.7,35.8,80.8,7.8,11.6,30.0,6.3,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,0,0,0,630.24
7.0,4.0,91.8,175.1,700.7,13.8,21.9,73.0,7.6,1,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,0,0,1,9669.660000000002
2.0,2.0,84.0,9.3,34.0,2.1,13.9,40.0,5.4,0,0.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,4.242640687119285,5.0,1,0,0,71.4
6.0,5.0,95.2,131.7,578.8,10.4,27.4,22.0,4.0,0,0.6418538861723948,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.23606797749979,1,1,1,6019.52
7.0,4.0,91.6,104.2,474.9,9.0,22.1,49.0,2.7,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,2.23606797749979,2.23606797749979,0,0,0,4274.099999999999
3.0,5.0,88.1,25.7,67.6,3.8,15.5,27.0,6.3,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1,2.0,3.0,0,0,0,256.87999999999994
6.0,5.0,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0,0.0,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,0,1,1,6312.6
3.0,4.0,91.8,170.9,692.3,13.7,20.6,59.0,0.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,5.385164807134504,0,0,1,9484.509999999998
8.0,5.0,93.1,157.3,666.7,13.5,26.8,25.0,3.1,0,0.5187937934151675,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,1.0,0,1,1,9000.45
6.0,5.0,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0,0.0,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,0,0,1,6312.6
2.0,5.0,90.1,82.9,735.7,6.2,18.3,45.0,2.2,0,1.7715567619105357,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419,0,1,3.0,6.082762530298219,0,0,1,4561.34
4.0,3.0,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0,3.923753928303845,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.0,1,1,1,13782.0
3.0,6.0,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0,0.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,2.23606797749979,5.0,1,0,0,1647.91
7.0,5.0,96.1,181.1,671.2,14.3,27.3,63.0,4.9,1,2.469793011977952,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,2.0,1.4142135623730951,1,0,1,9598.160000000002
6.0,5.0,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0,2.5726122302071057,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,1.0,0.0,1,0,0,602.64
2.0,2.0,94.8,108.3,647.1,17.0,24.6,22.0,4.5,0,2.2731562823032334,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,4.242640687119285,7.211102550927978,1,1,1,11000.7
8.0,6.0,91.7,35.8,80.8,7.8,17.4,24.0,5.4,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,2.23606797749979,1,0,0,630.24
1.0,3.0,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0,0.5423242908253617,-1.0,-1.8369701987210292e-16,-0.7818314824680299,0.6234898018587334,1,1,4.47213595499958,7.615773105863909,1,0,1,6252.96
8.0,6.0,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0,6.616439947564594,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,1,1,1,9710.54
8.0,6.0,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,3.1622776601683795,0.0,0,1,1,9710.54
1.0,2.0,95.5,99.9,513.3,13.2,23.3,31.0,4.5,0,0.4382549309311553,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,5.0,8.06225774829855,1,1,1,6775.559999999999
2.0,5.0,95.5,99.9,513.3,13.2,23.8,32.0,5.4,0,0.5709795465857378,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,3.0,6.082762530298219,1,1,1,6775.559999999999
2.0,2.0,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0,1.9213246735826988,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,4.242640687119285,7.211102550927978,0,0,1,6053.25
4.0,5.0,92.9,133.3,699.6,9.2,19.4,19.0,1.3,0,3.487986511734546,-1.0,-1.8369701987210292e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,4.123105625617661,0,0,1,6436.32
4.0,3.0,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0,2.0068708488450007,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.0,0,1,0,1264.64
4.0,3.0,92.1,111.2,654.1,9.6,20.4,42.0,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.0,1,0,1,6279.36
2.0,4.0,94.2,122.3,589.9,12.9,15.4,66.0,4.0,0,2.4096441652874536,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,6.324555320336759,1,0,1,7609.71
5.0,4.0,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1.0,3.605551275463989,0,0,1,9710.54
3.0,4.0,91.7,35.8,80.8,7.8,15.2,27.0,4.9,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,1,0,0,630.24
8.0,6.0,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,0,1,0,7173.599999999999
3.0,4.0,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0,0.0,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,5.385164807134504,1,0,1,7154.879999999999
1.0,5.0,90.9,126.5,686.5,7.0,21.0,42.0,2.2,0,2.1162555148025524,-1.0,-1.8369701987210292e-16,0.7818314824680298,0.6234898018587336,0,1,4.0,7.071067811865476,0,0,1,4805.5
2.0,2.0,91.1,103.2,638.8,5.8,23.1,31.0,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,4.242640687119285,7.211102550927978,0,1,1,3705.04
7.0,4.0,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,2.23606797749979,2.23606797749979,0,1,0,4274.099999999999
